T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
.814770000,14.789010051,2.899796641,.385737000,15.989517051,2.2270509253,.0000328641,215620,3716,NA,264639.1006050787,9633.5067675644,NA,NA,1.200507000,15.989517051,1.200507000,Edge-Only,PocketSphinx,192.168.1.131
.836483000,8.673720715,2.907390589,.432046000,9.942249715,1.9032532360,.0000192747,148876,3700,NA,177978.5124144782,8563.9029177448,NA,NA,1.268529000,9.942249715,1.268529000,Edge-Only,PocketSphinx,192.168.1.131
.504402000,13.448718905,2.902934917,.556027000,14.509147905,2.0252188468,.0000298857,215620,3708,NA,427476.4969211065,6668.7409064667,NA,NA,1.060429000,14.509147905,1.060429000,Edge-Only,PocketSphinx,192.168.1.131
.557856000,14.854876433,2.901208951,.403977000,15.816709433,2.2369696275,.0000330105,215620,3716,NA,386515.5165490735,9198.5434814358,NA,NA,.961833000,15.816709433,.961833000,Edge-Only,PocketSphinx,192.168.1.131
.818825000,8.627632263,2.883664116,.469020000,9.915477263,1.8931401602,.0000191723,148876,3700,NA,181816.6274845052,7888.7893906443,NA,NA,1.287845000,9.915477263,1.287845000,Edge-Only,PocketSphinx,192.168.1.131
.511491000,13.346581604,2.897795369,.455558000,14.313630604,2.0098381709,.0000296587,215620,3708,NA,421551.8943637326,8139.4685199250,NA,NA,.967049000,14.313630604,.967049000,Edge-Only,PocketSphinx,192.168.1.131
.603232000,14.767946971,2.907100497,.382181000,15.753359971,2.2238790732,.0000328173,215620,3716,NA,357441.2498010715,9723.1416527770,NA,NA,.985413000,15.753359971,.985413000,Edge-Only,PocketSphinx,192.168.1.131
T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
.406230000,16.099346159,4.709228694,.523486000,17.029062159,3.5326399918,.0000357759,148876,3700,NA,366482.0421928464,7068.0018185777,NA,NA,.929716000,17.029062159,.929716000,Edge-Only,PocketSphinx,192.168.1.182
.352102000,21.673702745,3.506816141,.513708000,22.539512745,3.2638046486,.0000481633,215620,3708,NA,612379.3673424178,7218.1083417038,NA,NA,.865810000,22.539512745,.865810000,Edge-Only,PocketSphinx,192.168.1.182
.390456000,24.654167662,3.497055890,1.011313000,26.055936662,3.7126276008,.0000547864,215620,3716,NA,552226.1151064396,3674.4311602837,NA,NA,1.401769000,26.055936662,1.401769000,Edge-Only,PocketSphinx,192.168.1.182
1.002869000,14.300883333,3.490579993,.416689000,15.720441333,3.1380077104,.0000317794,148876,3700,NA,148450.0966726461,8879.5240575105,NA,NA,1.419558000,15.720441333,1.419558000,Edge-Only,PocketSphinx,192.168.1.182
.405818000,21.809124351,3.504932876,.356824000,22.571766351,3.2841975493,.0000484642,215620,3708,NA,531321.9226352699,10391.6776898414,NA,NA,.762642000,22.571766351,.762642000,Edge-Only,PocketSphinx,192.168.1.182
