T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
7.938465,1.460048381,1.453186225,2.750184,12.14869738,NA,0.000006489,433752,5736,NA,54639.2785,2085.678631,NA,NA,10.688649,12.14869738,10.688649,Cloud-Only,Aeneas,
4.965533,0.843072858,1.276381706,2.51194,8.320545858,NA,3.7469E-06,430816,5736,NA,86761.28021,2283.494033,NA,NA,7.477473,8.320545858,7.477473,Cloud-Only,Aeneas,
4.866904,0.821734785,1.271600626,2.721794,8.410432785,NA,3.6521E-06,420780,5736,NA,86457.42756,2107.433553,NA,NA,7.588698,8.410432785,7.588698,Cloud-Only,Aeneas,
4.941524,0.822267807,1.282821739,2.51827,8.282061807,NA,3.6544E-06,420760,5736,NA,85147.82079,2277.754173,NA,NA,7.459794,8.282061807,7.459794,Cloud-Only,Aeneas,
T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
1.062533,4.91709733,3.357328259,0.452036,6.43166633,NA,1.09267E-05,434396,6228,NA,408830.5963,13777.66373,NA,NA,1.514569,6.43166633,1.514569,Edge-Only,Aeneas,192.168.1.131
1.140887,3.113897027,2.905759743,0.575249,4.830033027,NA,6.9197E-06,431480,6228,NA,378196.9643,10826.61595,NA,NA,1.716136,4.830033027,1.716136,Edge-Only,Aeneas,192.168.1.131
1.05251,3.085948152,2.900220213,0.458933,4.597391152,NA,6.8575E-06,421424,6228,NA,400399.0461,13570.60835,NA,NA,1.511443,4.597391152,1.511443,Edge-Only,Aeneas,192.168.1.131
1.024805,3.113262615,2.904430774,0.42392,4.561987615,NA,6.9182E-06,421424,6228,NA,411223.5986,14691.45122,NA,NA,1.448725,4.561987615,1.448725,Edge-Only,Aeneas,192.168.1.131
T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
0.783598,14.38939305,4.347989916,0.36179,15.53478105,NA,3.19761E-05,434396,6228,NA,554360.7819,17214.40615,NA,NA,1.145388,15.53478105,1.145388,Edge-Only,Aeneas,192.168.1.182
0.798253,6.27478503,3.510486879,0.385487,7.45852503,NA,1.39438E-05,431500,6228,NA,540555.4379,16156.18685,NA,NA,1.18374,7.45852503,1.18374,Edge-Only,Aeneas,192.168.1.182
0.937487,6.137849788,3.510427596,0.401515,7.476851788,NA,1.36395E-05,421464,6228,NA,449567.834,15511.25114,NA,NA,1.339002,7.476851788,1.339002,Edge-Only,Aeneas,192.168.1.182
0.89933,6.149928006,3.493407517,0.629392,7.678650006,NA,1.36663E-05,421444,6228,NA,468619.9726,9895.264001,NA,NA,1.528722,7.678650006,1.528722,Edge-Only,Aeneas,192.168.1.182
T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
0.910777,11.39948905,5.034888387,0.486155,12.79642105,NA,2.53319E-05,434396,6228,NA,476950.999,12810.72909,NA,NA,1.396932,12.79642105,1.396932,Edge-Only,Aeneas,192.168.1.224
0.925432,7.868026372,3.440005919,0.484443,9.277901372,NA,1.74843E-05,431500,6228,NA,466268.7264,12856.00163,NA,NA,1.409875,9.277901372,1.409875,Edge-Only,Aeneas,192.168.1.224
0.956711,9.01101387,3.41850628,0.45834,10.42606487,NA,2.00242E-05,421444,6228,NA,440513.3839,13588.16599,NA,NA,1.415051,10.42606487,1.415051,Edge-Only,Aeneas,192.168.1.224
0.963129,7.761744528,3.337414645,0.452835,9.177708528,NA,1.72481E-05,421444,6228,NA,437577.9361,13753.35387,NA,NA,1.415964,9.177708528,1.415964,Edge-Only,Aeneas,192.168.1.224
