T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
2.559272000,2.329116973,1.565004477,2.428268000,7.316656973,.5110724176,.0000103515,148544,3208,NA,58041.5055531416,1321.1062370380,NA,NA,4.987540000,7.316656973,4.987540000,Cloud-Only,PocketSphinx,ec2-3-87-222-15.compute-1.amazonaws.com
2.412484000,3.677175189,1.448619127,2.413843000,8.503502189,.5537393225,.0000163428,215288,3216,NA,89239.1410678785,1332.3153162819,NA,NA,4.826327000,8.503502189,4.826327000,Cloud-Only,PocketSphinx,ec2-3-87-222-15.compute-1.amazonaws.com
2.330783000,4.051871620,1.453138887,2.430548000,8.813202620,.6101641968,.0000180081,215288,3216,NA,92367.2431110060,1323.1583988466,NA,NA,4.761331000,8.813202620,4.761331000,Cloud-Only,PocketSphinx,ec2-3-87-222-15.compute-1.amazonaws.com
T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
.460576000,9.467776523,3.578618065,1.246387000,11.174739523,2.0774909520,.0000210392,148876,3700,NA,323238.7271590356,2968.5803847440,NA,NA,1.706963000,11.174739523,1.706963000,Edge-Only,PocketSphinx,192.168.1.131
1.466861000,13.382003427,2.897113705,.398363000,15.247227427,2.0151722807,.0000297374,215620,3708,NA,146994.1596374843,9308.0933721254,NA,NA,1.865224000,15.247227427,1.865224000,Edge-Only,PocketSphinx,192.168.1.131
.506746000,14.742051793,2.890054931,.534470000,15.783267793,2.2199795641,.0000327597,215620,3716,NA,425499.1652622813,6952.6820962822,NA,NA,1.041216000,15.783267793,1.041216000,Edge-Only,PocketSphinx,192.168.1.131
T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
.405304000,16.195571797,4.652678005,.475887000,17.076762797,3.5537545472,.0000359897,148876,3700,NA,367319.3454789491,7774.9549788079,NA,NA,.881191000,17.076762797,.881191000,Edge-Only,PocketSphinx,192.168.1.182
.439441000,21.761273055,3.508649656,.464159000,22.664873055,3.2769917071,.0000483579,215620,3708,NA,490668.8269870130,7988.6418231683,NA,NA,.903600000,22.664873055,.903600000,Edge-Only,PocketSphinx,192.168.1.182
.374201000,24.371939780,3.478200704,.386164000,25.132304780,3.6701274021,.0000541593,215620,3716,NA,576214.3874548705,9622.8545384862,NA,NA,.760365000,25.132304780,.760365000,Edge-Only,PocketSphinx,192.168.1.182
T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
.426362000,17.530336465,4.862622949,.513535000,18.470233465,3.8466386805,.0000389559,148876,3700,NA,349177.4595296954,7204.9616871294,NA,NA,.939897000,18.470233465,.939897000,Edge-Only,PocketSphinx,192.168.1.168
.419760000,23.770376780,3.680098636,.671977000,24.862113780,3.5795390915,.0000528225,215620,3708,NA,513674.4806556127,5518.0460045507,NA,NA,1.091737000,24.862113780,1.091737000,Edge-Only,PocketSphinx,192.168.1.168
.455520000,26.689403042,3.693856113,.366804000,27.511727042,4.0191101051,.0000593091,215620,3716,NA,473349.1394450298,10130.7510277968,NA,NA,.822324000,27.511727042,.822324000,Edge-Only,PocketSphinx,192.168.1.168
T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
.482917000,21.736472759,4.789301846,.525139000,22.744528759,4.7695808383,.0000483027,148876,3700,NA,308284.8605453939,7045.7536004753,NA,NA,1.008056000,22.744528759,1.008056000,Edge-Only,PocketSphinx,192.168.1.224
.478346000,30.712064118,3.382072059,.478875000,31.669285118,4.6248755377,.0000682483,215620,3708,NA,450761.5826201118,7743.1480031323,NA,NA,.957221000,31.669285118,.957221000,Edge-Only,PocketSphinx,192.168.1.224
.499601000,34.376335022,3.430629587,.510026000,35.385962022,5.1766716268,.0000763910,215620,3716,NA,431584.4043546750,7285.9030716081,NA,NA,1.009627000,35.385962022,1.009627000,Edge-Only,PocketSphinx,192.168.1.224
