T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
4.513414000,1.833237866,1.658776838,2.592079000,8.938730866,NA,.0000081476,433732,5736,NA,96098.4301462263,2212.8955174591,NA,NA,7.105493000,8.938730866,7.105493000,Cloud-Only,Aeneas
4.452263000,.832944161,1.275804451,2.343380000,7.628587161,NA,.0000037019,430828,5736,NA,96766.0715460879,2447.7464175677,NA,NA,6.795643000,7.628587161,6.795643000,Cloud-Only,Aeneas
4.324181000,.816784521,1.278592888,2.343339000,7.484304521,NA,.0000036301,420780,5736,NA,97308.6001719169,2447.7892443218,NA,NA,6.667520000,7.484304521,6.667520000,Cloud-Only,Aeneas
4.273610000,.823488943,1.277400973,2.333597000,7.430695943,NA,.0000036599,433732,5736,NA,101490.7771181740,2458.0079593863,NA,NA,6.607207000,7.430695943,6.607207000,Cloud-Only,Aeneas
4.331935000,.819634486,1.271635075,2.486448000,7.638017486,NA,.0000036427,430828,5736,NA,99453.9391749876,2306.9052720989,NA,NA,6.818383000,7.638017486,6.818383000,Cloud-Only,Aeneas
4.453694000,.821403751,1.277089628,2.351899000,7.626996751,NA,.0000036506,420780,5736,NA,94478.8752886929,2438.8802410307,NA,NA,6.805593000,7.626996751,6.805593000,Cloud-Only,Aeneas
4.515495000,.836470735,1.273803919,2.344756000,7.696721735,NA,.0000037176,433732,5736,NA,96054.1424583572,2446.3099785222,NA,NA,6.860251000,7.696721735,6.860251000,Cloud-Only,Aeneas
4.464892000,.826883951,1.276418505,2.353604000,7.645379951,NA,.0000036750,430828,5736,NA,96492.3675645457,2437.1134651368,NA,NA,6.818496000,7.645379951,6.818496000,Cloud-Only,Aeneas
4.222137000,.822882077,1.273474666,2.355110000,7.400129077,NA,.0000036572,420760,5736,NA,99655.6956820681,2435.5550271537,NA,NA,6.577247000,7.400129077,6.577247000,Cloud-Only,Aeneas
4.477612000,.819736064,1.280821825,2.365948000,7.663296064,NA,.0000036432,433732,5736,NA,96866.8120417758,2424.3981693595,NA,NA,6.843560000,7.663296064,6.843560000,Cloud-Only,Aeneas
4.430120000,.832580526,1.275791209,2.318859000,7.581559526,NA,.0000037003,430816,5736,NA,97247.0271685642,2473.6303500989,NA,NA,6.748979000,7.581559526,6.748979000,Cloud-Only,Aeneas
4.398148000,.830077122,1.287231734,2.436445000,7.664670122,NA,.0000036891,420780,5736,NA,95672.0874331650,2354.2497368091,NA,NA,6.834593000,7.664670122,6.834593000,Cloud-Only,Aeneas
4.415815000,.817919948,1.276952265,2.326166000,7.559900948,NA,.0000036351,433752,5736,NA,98226.9411195894,2465.8601320799,NA,NA,6.741981000,7.559900948,6.741981000,Cloud-Only,Aeneas
4.455071000,.823149506,1.277088022,2.347767000,7.625987506,NA,.0000036584,430816,5736,NA,96702.3870102182,2443.1725976214,NA,NA,6.802838000,7.625987506,6.802838000,Cloud-Only,Aeneas
4.122518000,.815484127,1.276248273,2.330161000,7.268163127,NA,.0000036243,420760,5736,NA,102063.8357431065,2461.6324794724,NA,NA,6.452679000,7.268163127,6.452679000,Cloud-Only,Aeneas
4.459955000,.814931839,1.276169668,2.332480000,7.607366839,NA,.0000036218,433752,5736,NA,97254.7929295250,2459.1850733982,NA,NA,6.792435000,7.607366839,6.792435000,Cloud-Only,Aeneas
4.235020000,.829195030,1.273598235,2.363535000,7.427750030,NA,.0000036852,430828,5736,NA,101729.8619605102,2426.8733062975,NA,NA,6.598555000,7.427750030,6.598555000,Cloud-Only,Aeneas
4.395281000,.822629782,1.278214560,2.448536000,7.666446782,NA,.0000036560,420780,5736,NA,95734.4934260175,2342.6243273531,NA,NA,6.843817000,7.666446782,6.843817000,Cloud-Only,Aeneas
4.470592000,.819652900,1.274085412,2.335686000,7.625930900,NA,.0000036428,433752,5736,NA,97023.3919803014,2455.8095565927,NA,NA,6.806278000,7.625930900,6.806278000,Cloud-Only,Aeneas
